GPU 1 UTIL,GPU 1 SCLK,GPU 1 MCLK,GPU 1 TEMP,GPU 1 Hotspot,GPU 1 PWR,GPU VRAM 1 UTIL,FPS,CPU UTIL,RAM UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER
18,909,1978,66,75,166,4200,45.000,2.62,10.79,4.195,1.373,75.298,46.562
38,1174,1980,68,80,199,4200,64.000,4.63,10.79,4.153,1.376,74.726,46.562
41,1445,1982,68,82,203,4200,64.000,3.53,10.79,4.005,1.372,75.248,46.941
70,1762,1982,68,81,206,4200,63.000,1.45,10.78,3.969,1.371,74.443,45.352
57,1556,1982,67,81,198,4200,62.000,3.47,10.79,3.919,1.371,75.103,46.665
44,1359,1988,68,81,199,4200,60.000,3.21,10.79,3.820,1.375,74.532,45.105
43,1351,1982,67,79,192,4201,60.000,0.19,10.79,4.076,1.368,75.202,46.015
53,1433,1978,67,80,192,4201,58.000,2.50,10.79,3.838,1.373,74.689,44.407
66,1748,1998,68,83,217,4202,56.000,4.36,10.79,3.903,1.370,75.109,44.635
68,1825,1986,68,83,213,4202,54.000,4.10,10.79,4.284,1.358,76.727,49.535
58,1563,1984,68,80,211,4203,54.000,3.25,10.79,4.309,1.345,77.865,52.468
34,1148,1988,68,82,208,4204,54.000,2.86,10.78,4.030,1.348,77.655,51.548
61,1567,1982,69,82,208,4204,53.000,0.88,10.79,4.109,1.349,77.740,51.496
70,1716,1982,69,80,211,4204,53.000,4.19,10.79,4.203,1.349,77.620,50.259
69,1818,1996,68,83,216,4205,53.000,3.09,10.79,4.307,1.351,78.252,51.166
64,1676,1982,68,82,206,4205,52.000,1.98,10.79,4.229,1.353,77.600,50.367
44,1307,1992,68,81,216,4206,52.000,4.86,10.79,3.970,1.353,77.828,49.487
99,2184,1992,71,89,280,4206,69.000,4.21,10.78,4.067,1.343,77.618,51.140
99,2201,1988,72,90,280,4207,100.000,2.83,10.79,4.129,1.346,76.942,50.668
99,2201,1988,72,90,280,4207,100.000,2.83,10.79,4.129,1.346,76.942,50.668
99,2183,1988,72,90,280,4208,102.000,3.92,10.79,3.930,1.370,73.765,46.451
99,2183,1988,72,90,280,4208,102.000,3.92,10.79,3.930,1.370,73.765,46.451
97,2174,1988,72,92,281,4208,86.000,3.40,10.78,3.541,1.366,72.122,43.876
97,2174,1988,72,92,281,4208,81.000,4.09,10.79,4.232,1.360,77.112,50.454
99,2193,1988,73,90,280,4208,84.000,3.76,10.78,4.062,1.360,76.124,47.021
99,2196,1988,73,91,280,4208,96.000,4.81,10.79,3.869,1.361,75.921,46.402
98,2187,1988,72,92,280,4208,99.000,2.05,10.78,3.763,1.363,75.294,47.521
99,2180,1990,72,91,281,4208,101.000,4.77,10.79,3.722,1.365,75.022,46.893
99,2209,1990,72,91,280,4208,100.000,4.94,10.78,3.909,1.359,75.375,48.932
99,2208,1988,73,93,281,4208,99.000,0.89,10.78,3.994,1.358,76.159,49.369
99,2212,1988,73,91,281,4208,98.000,3.80,10.78,3.960,1.360,76.186,49.498
99,2206,1988,72,91,281,4208,99.000,3.37,10.78,3.852,1.360,75.981,48.787
99,2207,1988,73,91,281,4208,103.000,1.36,10.78,3.834,1.360,75.456,49.324
99,2212,1988,73,90,280,4209,103.000,3.05,10.78,3.873,1.359,75.994,49.787
99,2214,1988,73,91,280,4209,104.000,4.48,10.78,3.927,1.360,76.527,49.963
99,2210,1988,73,91,280,4211,92.000,3.77,10.78,4.127,1.360,76.555,49.895
98,2249,1988,73,91,281,4211,85.000,0.65,10.78,4.028,1.356,76.800,48.531
86,2129,1988,72,90,276,4211,88.000,2.31,10.78,4.056,1.359,77.748,49.260
81,2038,1986,73,89,268,4211,89.000,3.52,10.78,3.703,1.358,76.515,48.198
76,1908,1984,73,90,268,4211,90.000,4.09,10.79,3.719,1.360,76.598,49.125
94,2266,1986,73,92,283,4211,85.000,0.80,10.78,3.728,1.362,76.594,49.018
94,2200,1988,73,91,281,4211,86.000,3.83,10.79,3.960,1.359,77.740,49.978
91,2198,1988,73,91,282,4211,87.000,3.42,10.78,3.846,1.356,77.451,48.854
96,2262,1990,73,91,281,4212,89.000,1.43,10.79,3.649,1.356,78.047,49.600
95,2247,1988,73,91,282,4212,89.000,3.60,10.78,3.630,1.351,77.868,49.251
94,2209,1988,74,91,281,4212,89.000,5.25,10.79,3.593,1.354,77.405,49.425
99,2208,1988,74,92,281,4212,96.000,0.39,10.78,3.662,1.353,77.618,49.430
99,2207,1988,73,90,280,4212,95.000,3.94,10.79,3.775,1.350,77.601,50.883
99,2197,1990,74,92,280,4212,84.000,2.21,10.78,3.843,1.351,78.063,50.332
99,2188,1988,73,91,280,4212,79.000,3.18,10.79,3.506,1.353,76.346,47.432
99,2193,1990,74,92,280,4212,78.000,1.50,10.78,3.463,1.352,75.976,46.077
99,2192,1990,74,92,280,4212,78.000,2.88,10.79,3.395,1.354,75.721,45.826
99,2197,1990,74,91,280,4212,78.000,2.97,10.78,3.485,1.355,75.926,46.004
98,2226,1988,74,92,281,4212,61.000,1.01,10.79,3.452,1.352,75.336,45.719
99,2236,1990,74,91,280,4212,54.000,3.55,10.78,3.627,1.358,76.482,49.800
94,2201,1988,74,92,279,4214,57.000,4.00,10.79,3.846,1.356,77.721,51.110
94,2164,1988,74,94,279,4214,59.000,3.71,10.78,3.836,1.355,78.227,50.974
98,2227,1988,74,93,281,4214,59.000,0.77,10.78,3.819,1.359,77.271,50.750
94,2185,1988,74,92,280,4214,58.000,3.61,10.78,3.943,1.357,77.728,51.124
96,2234,1990,74,93,280,4215,59.000,3.13,10.78,3.829,1.358,77.683,51.094
90,2128,1988,74,93,280,4215,59.000,0.00,10.78,3.937,1.358,77.743,51.476
85,2118,1986,74,93,282,4215,60.000,4.59,10.79,3.803,1.361,77.689,50.853
87,2133,1988,74,91,280,4215,60.000,2.69,10.78,3.938,1.366,77.962,52.135
89,2129,1986,74,94,281,4215,60.000,3.69,10.79,3.694,1.363,77.420,50.710
95,2232,1990,74,91,282,4215,60.000,0.10,10.78,3.842,1.366,77.776,51.305
86,2113,1988,74,92,280,4215,61.000,3.35,10.79,3.804,1.364,77.446,51.087
86,2121,1986,74,92,281,4216,55.000,4.61,10.78,3.871,1.364,77.787,50.782
83,2101,1988,74,93,278,4216,57.000,4.51,10.78,4.189,1.358,77.233,50.222
58,1628,1972,72,89,246,4216,62.000,2.38,10.78,4.249,1.358,77.714,50.975
73,1909,1980,73,90,259,4216,68.000,5.83,10.78,4.400,1.358,77.215,51.260
73,1948,1990,72,87,247,4216,66.000,5.17,10.75,4.550,1.358,78.329,52.344
79,2010,1986,73,89,259,4216,95.000,2.69,10.76,4.534,1.357,77.852,52.840
84,2094,1982,74,90,277,4216,111.000,6.12,10.75,4.515,1.357,78.205,52.264
89,2213,1984,74,92,279,4216,101.000,5.41,10.76,4.248,1.355,77.748,51.387
99,2148,1988,75,93,280,4216,56.000,1.07,10.76,4.280,1.352,78.520,51.266
99,2132,1988,74,94,282,4216,57.000,3.98,10.76,2.962,1.349,72.064,38.903
99,2151,1990,76,94,281,4216,58.000,1.17,10.76,3.255,1.352,72.300,39.479
99,2136,1988,74,94,281,4216,59.000,4.74,10.76,2.899,1.349,71.677,40.139
99,2154,1988,75,93,280,4216,60.000,2.62,10.75,3.492,1.357,72.912,41.165
99,2141,1990,74,94,282,4216,61.000,2.59,10.76,3.282,1.346,71.479,39.218
99,2158,1988,74,94,280,4216,62.000,2.13,10.76,3.431,1.347,72.672,41.087
99,2146,1988,75,93,282,4216,63.000,0.79,10.76,3.249,1.352,72.290,41.693
99,2160,1990,75,93,280,4217,64.000,6.33,10.75,3.532,1.357,73.453,42.834
99,2163,1988,75,93,281,4217,65.000,4.56,10.76,3.455,1.355,73.031,43.113
99,2161,1990,74,93,281,4217,67.000,1.53,10.75,3.733,1.356,74.033,43.363
