GPU 1 UTIL,GPU 1 SCLK,GPU 1 MCLK,GPU 1 TEMP,GPU 1 Hotspot,GPU 1 PWR,GPU VRAM 1 UTIL,FPS,CPU UTIL,RAM UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER
99,2216,1988,69,88,281,4926,64.000,6.40,11.88,4.341,1.372,72.222,47.719
97,2230,1988,69,89,282,4926,66.000,5.24,11.89,4.536,1.372,71.937,49.086
79,1825,1984,69,88,275,4926,64.000,3.45,11.88,4.478,1.369,71.496,48.468
83,1957,1984,69,87,279,4926,63.000,5.34,11.89,4.602,1.367,73.206,50.310
90,2170,1988,69,89,282,4926,60.000,6.30,11.89,4.581,1.369,72.150,49.602
81,2071,1988,69,90,279,4926,59.000,2.93,11.89,4.625,1.366,72.642,49.554
87,2140,1986,69,88,276,4926,57.000,3.80,11.89,4.633,1.364,72.354,50.431
84,2049,1980,69,89,272,4927,57.000,3.21,11.89,4.374,1.369,73.200,49.946
77,1944,1986,69,88,266,4929,55.000,2.57,11.89,4.396,1.373,72.492,49.783
86,2114,1986,69,86,262,4930,56.000,2.30,11.89,4.589,1.368,73.462,49.492
67,1770,1984,69,86,256,4930,55.000,2.82,11.89,4.416,1.373,72.608,48.382
66,1691,1986,68,86,254,4930,53.000,2.89,11.89,4.504,1.367,73.406,50.345
49,1410,1982,66,79,199,4930,35.000,1.88,11.89,4.579,1.372,72.099,49.216
40,1276,1986,66,79,198,4931,35.000,2.00,11.89,4.845,1.368,70.892,43.321
67,1757,1984,65,77,197,4931,35.000,3.52,11.89,4.444,1.375,69.800,48.479
59,1612,1982,65,80,190,4932,37.000,1.17,11.89,4.567,1.376,70.688,48.355
51,1498,1988,65,78,194,4932,37.000,4.87,11.89,4.139,1.380,69.271,47.689
47,1330,1980,65,76,182,4932,37.000,3.12,11.89,4.176,1.383,69.364,47.895
35,1200,1986,64,76,178,4932,37.000,3.98,11.89,4.274,1.391,69.495,48.435
38,1229,1994,64,76,174,4932,37.000,1.29,11.89,4.162,1.383,69.940,47.416
38,1228,1994,64,77,172,4932,37.000,4.22,11.89,5.334,1.377,67.571,45.912
43,1310,1988,64,75,175,4932,37.000,4.07,11.89,4.315,1.379,69.961,47.693
41,1280,1978,65,78,198,4932,64.000,2.83,11.89,4.401,1.386,69.010,46.745
54,1563,1992,64,79,202,4934,63.000,6.28,11.89,4.345,1.391,70.365,48.484
55,1524,1980,65,76,197,4936,64.000,4.68,11.89,4.331,1.383,69.279,46.141
64,1658,1978,64,76,197,4938,63.000,2.09,11.89,4.219,1.387,70.310,48.132
50,1520,1984,65,78,196,4938,61.000,2.91,11.89,4.304,1.386,69.519,46.053
66,1818,1994,65,77,195,4938,60.000,4.31,11.89,4.283,1.382,69.759,45.650
63,1698,1994,65,76,193,4938,58.000,2.82,11.89,4.336,1.382,69.559,45.623
40,1281,1982,65,80,203,4938,57.000,1.36,11.89,4.283,1.382,70.073,45.571
75,1913,1986,65,80,214,4939,56.000,4.38,11.89,4.337,1.374,70.604,47.595
46,1308,1980,66,78,206,4939,55.000,1.49,11.89,4.756,1.354,72.567,52.292
55,1587,1992,65,78,209,4939,54.000,3.87,11.89,4.706,1.354,72.928,52.358
37,1233,1984,66,79,206,4939,55.000,3.41,11.89,4.715,1.354,73.563,52.437
44,1342,1984,65,78,203,4940,53.000,1.95,11.89,4.572,1.358,72.808,51.302
73,1937,1998,65,79,211,4940,52.000,3.83,11.89,4.458,1.359,73.261,51.885
43,1334,1976,65,75,201,4940,52.000,0.62,11.89,4.507,1.363,72.222,50.011
60,1631,1984,66,81,216,4940,52.000,3.32,11.89,4.567,1.363,73.223,50.441
91,2239,1988,66,82,229,4940,55.000,3.35,11.89,4.612,1.355,73.195,51.185
99,2181,1988,69,86,280,4940,98.000,0.51,11.89,4.829,1.348,72.894,52.279
99,2181,1988,69,86,280,4940,116.000,3.91,11.89,3.564,1.371,69.911,48.221
99,2216,1988,69,88,281,4941,111.000,3.65,11.89,3.780,1.375,68.959,47.082
99,2184,1992,69,88,281,4942,91.000,3.66,11.89,3.656,1.369,67.658,44.677
99,2202,1988,69,88,280,4942,85.000,4.07,11.89,4.078,1.369,70.956,49.592
99,2199,1988,69,88,280,4942,82.000,5.27,11.89,4.273,1.375,72.113,49.749
99,2183,1990,70,90,281,4942,94.000,2.50,11.89,4.154,1.372,71.431,47.674
98,2192,1988,69,88,280,4942,101.000,2.42,11.89,3.942,1.374,71.144,48.554
99,2185,1988,70,90,280,4942,100.000,3.46,11.89,3.968,1.381,71.055,50.196
99,2208,1988,69,88,281,4942,101.000,3.81,11.89,3.589,1.374,69.638,48.479
