GPU 1 UTIL,GPU 1 SCLK,GPU 1 MCLK,GPU 1 TEMP,GPU 1 Hotspot,GPU 1 PWR,GPU VRAM 1 UTIL,FPS,CPU UTIL,RAM UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER
99,2258,1988,65,84,281,4003,76.000,3.45,10.00,3.865,1.377,71.241,50.370
99,2260,1988,65,83,280,4004,76.000,2.07,9.99,4.028,1.375,72.327,50.310
99,2257,1988,65,84,281,4005,75.000,2.61,9.99,3.933,1.375,72.316,49.548
98,2262,1990,65,83,280,4005,73.000,3.52,9.99,4.041,1.373,72.341,48.972
99,2257,1988,66,83,280,4005,72.000,3.32,9.99,3.863,1.373,71.732,48.553
99,2241,1988,66,84,280,4005,72.000,0.61,9.99,3.773,1.374,71.650,48.714
99,2274,1988,66,85,281,4007,69.000,4.36,9.99,3.876,1.369,70.938,46.855
95,2237,1986,66,84,281,4008,67.000,3.97,9.99,4.012,1.372,72.359,48.439
97,2271,1988,67,84,281,4008,66.000,3.14,9.99,3.974,1.370,71.342,48.272
99,2250,1990,66,85,281,4009,66.000,0.85,9.99,4.030,1.369,71.605,49.015
98,2271,1990,66,84,281,4009,65.000,4.78,9.99,4.016,1.369,71.630,47.998
99,2230,1990,66,85,282,4010,65.000,3.97,9.99,3.924,1.369,71.432,48.735
99,2194,1988,66,87,279,4010,61.000,2.87,9.99,4.129,1.369,71.736,48.612
99,2198,1988,66,87,281,4012,58.000,1.29,9.99,3.410,1.361,67.923,39.965
99,2202,1988,67,87,280,4012,58.000,3.05,9.99,3.024,1.353,63.420,35.773
99,2193,1992,67,87,280,4014,58.000,2.74,9.98,3.058,1.352,64.027,35.934
99,2193,1992,67,87,280,4015,58.000,0.00,9.99,3.093,1.350,63.798,36.403
99,2192,1988,67,87,280,4015,58.000,3.27,9.99,3.291,1.360,65.583,38.178
98,2211,1988,66,86,280,4016,58.000,2.70,9.99,3.657,1.361,65.869,38.498
99,2191,1988,67,88,281,4016,58.000,3.39,9.98,3.607,1.363,67.600,40.844
